AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Grand Canal: Looking South-East from the Campo Santa Sophia to the Rialto Bridge,c. 1756,"Oil on canvas, 119 x 185 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/canalett/8/canal804.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Piazza San Marco: Looking East from the North-West Corner,c. 1760,"Oil on canvas, 46,5 x 38 cm","National Gallery, London",https://www.wga.hu/html/c/canalett/8/canal805.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Piazza San Marco: Looking East from the South West Corner,c. 1760,"Oil on canvas, 45 x 35 cm","National Gallery, London",https://www.wga.hu/html/c/canalett/8/canal806.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",La Vigilia di Santa Marta,c. 1760,"Oil on canvas, 119 x 187 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/canalett/8/canal807.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Perspective View with Portico,1765,"Oil on canvas, 131 x 93 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/c/canalett/8/canal808.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Perspective View with Portico (detail),1765,Oil on canvas,"Gallerie dell'Accademia, Venice",https://www.wga.hu/html/c/canalett/8/canal8081.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Lock at Dolo,1763,"Oil on canvas, 31 x 45 cm","Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/c/canalett/8/canal8082.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Scala dei Giganti,1765,"Oil on canvas, 42 x 29 cm",Private collection,https://www.wga.hu/html/c/canalett/8/canal809.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Vigilia di San Pietro,after 1755,"Oil on canvas, 119 x 187 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/canalett/8/canal810.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Campo di Rialto,1758-63,"Oil on canvas, 119 x 186 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/canalett/8/canal811.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Capriccio with Classical Ruins and Buildings,1750s,"Oil on canvas, 62 x 74 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/c/canalett/8/canal812.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)","Capriccio with Ruins and Porta Portello, Padua",1750s,"Oil on canvas, 61 x 76 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/c/canalett/8/canal813.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Capriccio of a Bridge Leading to a Fortress by the Venetian Lagoon,-,"Oil on canvas, 29 x 41 cm",Private collection,https://www.wga.hu/html/c/canalett/8/canal814.html,painting,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Piazzetta to the South,1720s,Drawing,"Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg01.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Grand Canal Seen from Rialto toward the North,1725,Pen and brown ink on paper,Private collection,https://www.wga.hu/html/c/canalett/g1/canalg02.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Grand Canal near the Ponte del Rialto,c. 1725,Pen and brown ink with red and black chalk on paper,"Ashmolean Museum, Oxford",https://www.wga.hu/html/c/canalett/g1/canalg03.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Piazzetta Looking towards S. Maria della Salute,1725-30,"Pen and ink over pencil, 233 x 182 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg04.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Piazzetta Looking towards the Torre dell'Orologio,1725-30,"Pen and ink over pencil, 234 x 180 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg05.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Venice: Riva degli Schiavoni,1730-33,"Pen and ink over pencil on paper, 196 x 309 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg06.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Venice: The Canale di San Marco with the Bucintoro at Anchor,1730-33,"Pen and ink over pencil on paper, 268 x 376 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg07.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",The Arsenal: the Water Entrance,1730-33,"Pen and ink on paper, 271 x 372 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg08.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Grand Canal: Looking North-East from Santa Croce to San Geremia,c. 1732,"Pen and ink on paper, 270 x 377 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g1/canalg09.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Roofs and Chimneys in Venice,1730s,"Pen and ink with wash on paper, 303 x 438 mm","British Museum, London",https://www.wga.hu/html/c/canalett/g1/canalg10.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Padua: The Prato della Valle with Santa Giustinia and the Church of Misericordia (sheet 1),c. 1740,"Pen and ink on two sheets of paper, 271 743 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g2/canalg11.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Padua: The Prato della Valle with Santa Giustinia and the Church of Misericordia (sheet 2),c. 1740,"Pen and ink on two sheets of paper, 271 743 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g2/canalg12.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Mestre,1740-42,"Etching, 299 x 428 mm","British Museum, London",https://www.wga.hu/html/c/canalett/g2/canalg13.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Imaginary View of Venice,1740-42,"Etching, 295 x 425 mm","British Museum, London",https://www.wga.hu/html/c/canalett/g2/canalg14.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)","The Piazzetta: Looking North, the Campanile under Repair",1745,"Pen and ink with wash on paper, 425 x 292 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g2/canalg15.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Capriccio with a Portico,-,Etching,Private collection,https://www.wga.hu/html/c/canalett/g2/canalg16.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",London: the Thames and the City of London from the Terrace of Richmond House,c. 1747,"Pen and ink with wash on paper, 337 x 540 mm",Private collection,https://www.wga.hu/html/c/canalett/g2/canalg17.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",London: Westminster Bridge under Repair,1749,"Pen and ink with wash on paper, 293 x 484 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g2/canalg18.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",Piazza San Marco: Looking East from the South West Corner,c. 1760,"Pen and ink with wash on paper, 190 x 282 mm","Royal Collection, Windsor",https://www.wga.hu/html/c/canalett/g2/canalg19.html,graphics,landscape,Italian,1701-1750
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)","San Marco: the Crossing and North Transept, with Musicians Singing",1766,"Pen and ink with washes, 47 x 36 cm","Kunsthalle, Hamburg",https://www.wga.hu/html/c/canalett/g2/canalg20.html,graphics,landscape,Italian,1701-1750
"CANELLA, Giuseppe","(b. 1788, Verona, d. 1847, Firenze)","The Pont Neuf, Paris",1830,"Oil on board, 12 x 15 cm",Private collection,https://www.wga.hu/html/c/canella/paris1.html,painting,landscape,Italian,1801-1850
"CANELLA, Giuseppe","(b. 1788, Verona, d. 1847, Firenze)","Palais Brongniart, Place de la Bourse",1836,"Oil on board, 13 x 18 cm",Private collection,https://www.wga.hu/html/c/canella/paris2.html,painting,landscape,Italian,1801-1850
"CANELLA, Giuseppe","(b. 1788, Verona, d. 1847, Firenze)","The Invalides, Paris",1830,"Oil on board, 12 x 16 cm",Private collection,https://www.wga.hu/html/c/canella/paris3.html,painting,landscape,Italian,1801-1850
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",Calm,1650-55,"Oil on oak, 47,5 x 59 cm","Wallraf-Richartz-Museum, Cologne",https://www.wga.hu/html/c/cappelle/calm.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",Calm,1654,"Oil on canvas, 110 x 148 cm","National Museum of Wales, Cardiff",https://www.wga.hu/html/c/cappelle/calm1.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",A State Yacht and Other Craft in Calm Water,c. 1660,"Oil on wood, 70 x 92 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/c/cappelle/calm2.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",Shipping in a Calm,1649,Oil on panel,Private collection,https://www.wga.hu/html/c/cappelle/calm3.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",The State Barge Saluted by the Home Fleet,1650,"Oil on panel, 64 x 93 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/c/cappelle/saluting.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1624, Amsterdam, d. 1679, Amsterdam)",Dutch Yacht Firing a Salvo,1650,"Oil on wood, 85,5 x 114,5 cm","National Gallery, London",https://www.wga.hu/html/c/cappelle/salvo.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",Seascape with Sailing Boats,after 1652,"Oil on canvas, 67 x 58 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/c/cappelle/seascape.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1624, Amsterdam, d. 1679, Amsterdam)",Winter Landscape,1650s,Oil on wood,"Rijksmuseum Twenthe, Enschede",https://www.wga.hu/html/c/cappelle/winter_l.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",Winter Landscape,c. 1660,"Oil on panel, 41 x 42 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/c/cappelle/winter_m.html,painting,landscape,Dutch,1651-1700
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",Winter Landscape,-,"Oil on canvas, 40 x 45 cm",Private collection,https://www.wga.hu/html/c/cappelle/winter_n.html,painting,landscape,Dutch,1651-1700
"CARIANI, Giovanni","(b. ca. 1485, San Giovanni Bianco, d. ca. 1547, Venezia)",Reclining Woman in a Landscape,1520-24,"Oil on canvas, 74 x 94 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/cariani/reclinin.html,painting,landscape,Italian,1501-1550
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)",Seaport,c. 1690,"Oil on canvas, 184 x 340 cm","Ca' Zenobio, Venice",https://www.wga.hu/html/c/carlevar/carlev00.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",Seascape,1690s,"Oil on canvas, 147,5 x 179 cm",Private collection,https://www.wga.hu/html/c/carlevar/carlev01.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Sea Custom House with San Giorgio Maggiore,1700s,"Oil on canvas, 50 x 96 cm",Private collection,https://www.wga.hu/html/c/carlevar/carlev02.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Sea Custom House with San Giorgio Maggiore (detail),1700s,Oil on canvas,Private collection,https://www.wga.hu/html/c/carlevar/carlev03.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Reception of Cardinal C_sar d'Estr_es,1701,"Oil on canvas, 130 x 260 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/c/carlevar/carlev04.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Reception of Cardinal C_sar d'Estr_es (detail),1701,Oil on canvas,"Rijksmuseum, Amsterdam",https://www.wga.hu/html/c/carlevar/carlev05.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)","The Wharf, Looking toward the Doge's Palace",-,"Oil on canvas, 73,4 x 117,4","Schloss Sanssouci, Potsdam",https://www.wga.hu/html/c/carlevar/carlev06.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",Piazza San Marco with Jugglers,-,"Oil on canvas, 73,2 x 117,2","Schloss Sanssouci, Potsdam",https://www.wga.hu/html/c/carlevar/carlev07.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Molo with the Ducal Palace,c. 1710,"Oil on canvas, 70 x 118 cm","Galleria Nazionale d'Arte Antica, Palazzo Corsini, Rome",https://www.wga.hu/html/c/carlevar/carlev08.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Bridge for the Feast of the Madonna della Salute,1720,"Oil on canvas, 117 x 148 cm","Wadsworth Atheneum, Hartford",https://www.wga.hu/html/c/carlevar/carlev09.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)","The Molo, Looking toward the Doge's Palace",c. 1710,"Oil on canvas, 64 x 121 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/carlevar/carlev091.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",View of the Wharf from the Bacino di San Marco,1720s,"Oil on canvas, 85,7 x 163,8 cm",Private collection,https://www.wga.hu/html/c/carlevar/carlev10.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",The Piazzetta and the Library,1720s,"Oil on canvas, 46 x 39 cm","Ashmolean Museum, Oxford",https://www.wga.hu/html/c/carlevar/carlev11.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",Venice: A View of the Molo,1710-15,"Oil on canvas, 86 x 163 cm",Private collection,https://www.wga.hu/html/c/carlevar/carlev12.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)",View of a River Port,1710-12,"Oil on canvas, 105 x 166 cm","Museo del Settecento Veneziano, Ca' Rezzonico, Venice",https://www.wga.hu/html/c/carlevar/carlev13.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",View of a River Port,1710-12,"Oil on canvas, 105 x 166 cm","Museo del Settecento Veneziano, Ca' Rezzonico, Venice",https://www.wga.hu/html/c/carlevar/carlev131.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)",Capriccio View of a Mediterranean Port,c. 1714,"Oil on canvas, 105 x 176 cm",Private collection,https://www.wga.hu/html/c/carlevar/carlev14.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",River Landscape with a Capriccio,1712-14,"Oil on canvas, 104 x 177 cm",Private collection,https://www.wga.hu/html/c/carlevar/carlev141.html,painting,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)",Santi Giovanni e Paolo and the Scuola di San Marco,1704,Etching,Private collection,https://www.wga.hu/html/c/carlevar/carlev15.html,graphics,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)",The Rialto Bridge,1703,Etching,"Rijksmuseum, Amsterdam",https://www.wga.hu/html/c/carlevar/carlev16.html,graphics,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",Palazzo Coccina on the Grand Canal,c. 1703,"Etching, 183 x 290 mm (printing plate)","Bayerische Staatsbibliothek, Munich",https://www.wga.hu/html/c/carlevar/carlev17.html,graphics,landscape,Italian,1701-1750
"CARLEVARIS, Luca","(b. 1663,. Udine, d. 1730, Venezia)",Santa Maria della Carit_,1703,Etching,Private collection,https://www.wga.hu/html/c/carlevar/carlev18.html,graphics,landscape,Italian,1701-1750
"CARPI, Girolamo da","(b. 1501, Ferrara, d. 1556, Ferrara)",Landscape with Magicians,c. 1525,Oil on canvas,"Galleria Borghese, Rome",https://www.wga.hu/html/c/carpi/landscap.html,painting,landscape,Italian,1501-1550
"CARRACCI, Agostino","(b. 1557, Bologna, d. 1602, Bologna)",Landscape with Bathers,1597-99,"Oil on canvas, 40 x 49 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/c/carracci/agostino/landscap.html,painting,landscape,Italian,1551-1600
"CARRACCI, Annibale","(b. 1560, Bologna, d. 1602, Roma)",Fishing,1585-88,"Oil on canvas, 136 x 253 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/c/carracci/annibale/1/fishing.html,painting,landscape,Italian,1551-1600
"CARRACCI, Annibale","(b. 1560, Bologna, d. 1602, Roma)",Hunting,1585-88,"Oil on canvas, 136 x 253 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/c/carracci/annibale/1/hunting.html,painting,landscape,Italian,1551-1600
"CARRACCI, Annibale","(b. 1560, Bologna, d. 1609, Roma)",River Landscape,1589-90,"Oil on canvas, 89 x 148 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/carracci/annibale/1/river_la.html,painting,landscape,Italian,1551-1600
"CARRACCI, Annibale","(b. 1560, Bologna, d. 1609, Roma)",Landscape with the Toilet of Venus,1605-10,"Oil on canvas, 89 x 99 cm","Pinacoteca Nazionale, Bologna",https://www.wga.hu/html/c/carracci/annibale/2/landscap.html,painting,landscape,Italian,1551-1600
"CARRACCI, Annibale","(b. 1560, Bologna, d. 1609, Roma)",Roman River Landscape with Castle and Bridge,1595-1600,"Oil on canvas, 73 x 143 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/carracci/annibale/2/romanriv.html,painting,landscape,Italian,1551-1600
"CARRACCI, Antonio","(b. ca. 1583, Venezia, d. 1618, Roma)",Landscape with Bathers,c. 1616,"Oil on canvas, 40,5 x 61 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/c/carracci/antonio/landscap.html,painting,landscape,Italian,1601-1650
"CARUS, Carl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",View of the Colosseum by Night,1830-32,"Oil on canvas, 48 x 37 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/carus/colosseo.html,painting,landscape,German,1801-1850
"CARUS, Carl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",The Goethe Monument,1832,"Oil on canvas, 72 x 54 cm","Kunsthalle, Hamburg",https://www.wga.hu/html/c/carus/goethe_m.html,painting,landscape,German,1801-1850
"CARUS, Carl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",A Gondola on the Elbe near Dresden,1827,"Oil on canvas, 29 x 22 cm","Museum Kunstpalast, DÅsseldorf",https://www.wga.hu/html/c/carus/gondola.html,painting,landscape,German,1801-1850
"CARUS, Carl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",Morning Fog,c. 1825,"Watercolour, paper mounted on board, 20 x 26 cm","Nationalgalerie, Berlin",https://www.wga.hu/html/c/carus/morn_fog.html,painting,landscape,German,1801-1850
"CARUS, Carl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",Oaks at the Sea Shore,1835,"Oil on canvas, 118 x 163 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/c/carus/oaks_sea.html,painting,landscape,German,1801-1850
"CARUS, Carl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",Pilgrim in a Rocky Valley,c. 1820,"Oil on canvas, 28 x 22 cm","Nationalgalerie, Berlin",https://www.wga.hu/html/c/carus/pilgrim.html,painting,landscape,German,1801-1850
"CASSATT, Mary","(b. 1844, Allegheny City, d. 1926, Le Mesnil-Th_ribus, Oise)",On the Meadow,1880,"Oil on canvas, 54 x 65 cm",Private collection,https://www.wga.hu/html/c/cassatt/meadow.html,painting,landscape,American,1851-1900
"CASSATT, Mary","(b. 1844, Allegheny City, d. 1926, Le Mesnil-Th_ribus, Oise)",Summertime,1894,"Oil on canvas, 73 x 100 cm","Armand Hammer Collection, Los Angeles",https://www.wga.hu/html/c/cassatt/summerti.html,painting,landscape,American,1851-1900
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",Domestic Birds in Park,1730,"Oil on canvas, 126 x 101 cm","Yale Center for British Art, New Haven",https://www.wga.hu/html/c/casteels/birds1.html,painting,landscape,Flemish,1701-1750
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",Birds in Parkland Setting,1729,"Oil on canvas, 137 x 143 cm",Private collection,https://www.wga.hu/html/c/casteels/birds2.html,painting,landscape,Flemish,1701-1750
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",Birds in Elegant Park,c. 1723,"Oil on canvas, 84 x 124 cm",Private collection,https://www.wga.hu/html/c/casteels/birds3.html,painting,landscape,Flemish,1701-1750
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",Birds in Farmyard,-,"Oil on canvas, 78 x 136 cm",Private collection,https://www.wga.hu/html/c/casteels/birds4.html,painting,landscape,Flemish,1701-1750
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",Farmyard,-,"Oil on canvas, 74 x 61 cm",Private collection,https://www.wga.hu/html/c/casteels/birds5.html,painting,landscape,Flemish,1701-1750
"CASTILLO, Antonio del","(b. 1616, CΩrdoba, d. 1668, CΩrdoba)",Landscape with Huts,1650s,"Oil on canvas, 61 x 81 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/castillo/landscap.html,painting,landscape,Spanish,1601-1650
"CASTRUCCI, Cosimo",(active 1576-1602),Landscape with a Chapel and a Bridge,1596,"Hard stone inlay, commesso (agate and jasper), copper, 18 x 24 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/c/castrucc/landscap.html,mosaic,landscape,Italian,1551-1600
"CATEL, Franz Ludwig","(b. 1778, Berlin, d. 1856, Roma)",View of Ariccia with the Sea in the Background,1821-25,"Oil on canvas, 100 x 139 cm","Neue Pinakothek, Munich",https://www.wga.hu/html/c/catel/ariccia.html,painting,landscape,German,1801-1850
"CATEL, Franz Ludwig","(b. 1778, Berlin, d. 1856, Roma)",Garden of the Villa Doria Pamphili in Rome,1837-38,"Oil on canvas, 44 x 66 cm",Private collection,https://www.wga.hu/html/c/catel/garden.html,painting,landscape,German,1801-1850
"CATEL, Franz Ludwig","(b. 1778, Berlin, d. 1856, Roma)",Night Piece from the Closing Scene of 'Ren_' by Chateaubriand,c. 1820,"Oil on canvas, 63 x 74 cm","Thorvaldsens Museum, Copenhagen",https://www.wga.hu/html/c/catel/nightpie.html,painting,landscape,German,1801-1850
"CATS, Jacob","(b. 1741, Altona, d. 1799, Amsterdam)",Autumn Landscape with Rainbow,1779,"Watercolour and pen, 334 x 415 mm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/c/cats/autumn.html,graphics,landscape,Dutch,1751-1800
"CATS, Jacob","(b. 1741, Altona, d. 1799, Amsterdam)",A Swineherd with Three Pigs on a Track,1772,"Black chalk, pen and grey and brown ink, grey wash, 162 x 213 mm",Private collection,https://www.wga.hu/html/c/cats/threepig.html,graphics,landscape,Dutch,1751-1800
"CATS, Jacob","(b. 1741, Altona, d. 1799, Amsterdam)",A Peasant Watering his Animals at a Ford,1772,"Black chalk, pen and grey and brown ink, grey wash, 162 x 213 mm",Private collection,https://www.wga.hu/html/c/cats/watering.html,graphics,landscape,Dutch,1751-1800
"CAULLERY, Louis de","(b. ca. 1580, Caullery, d. 1621, Antwerpen)","A View of the Campidoglio, Rome",-,"Oil on panel, 50 x 71 cm",Private collection,https://www.wga.hu/html/c/caullery/campidog.html,painting,landscape,Flemish,1601-1650
"CAULLERY, Louis de","(b. ca. 1580, Caullery, d. 1621, Antwerpen)",Capriccio View of Venice with the Bucintoro,-,"Oil on panel, 50 x 72 cm",Private collection,https://www.wga.hu/html/c/caullery/capricci.html,painting,landscape,Flemish,1601-1650
"CAZIN, Jean-Charles","(b. 1841, Samer, d. 1901, Lavandou)",Riverbank with Bathers,c. 1882,"Oil on canvas, 131 x 147 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/c/cazin/cazin2.html,painting,landscape,French,1851-1900
"CAZIN, Jean-Charles","(b. 1841, Samer, d. 1901, Lavandou)",Rainbow,1883,"Oil on canvas, 87 x 106 cm","Museum of Art, Cleveland",https://www.wga.hu/html/c/cazin/cazin3.html,painting,landscape,French,1851-1900
"CAZIN, Jean-Charles","(b. 1841, Samer, d. 1901, Lavandou)",Scene with Bridge,-,"Oil on panel, 24 x 21 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/cazin/cazin4.html,painting,landscape,French,1851-1900
"CERQUOZZI, Michelangelo","(b. 1602, Roma, d. 1660, Roma)",Figures in a Tree-lined Avenue,1640s,"Oil on canvas, 130 x 97 cm","Galleria Nazionale d'Arte Antica, Rome",https://www.wga.hu/html/c/cerquozz/figures.html,painting,landscape,Italian,1601-1650
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Railway Cutting,c. 1870,"Oil on canvas, 80 x 129 cm","Neue Pinakothek, Munich",https://www.wga.hu/html/c/cezanne/1/09early.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Snow Thaw in L'Estaque,c. 1870,"Oil on canvas, 73 x 92 cm",Private collection,https://www.wga.hu/html/c/cezanne/1/10early.html,painting,landscape,French,1851-1900
