AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Landscape,1870-71,"Oil on canvas, 54 x 65 cm","St_delsches Kunstinstitut, Frankfurt",https://www.wga.hu/html/c/cezanne/1/12early.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The House of Doctor Gachet in Auvers,c. 1873,"Oil on canvas, 41 x 27 cm","Mus_e d'Orsay, Paris",https://www.wga.hu/html/c/cezanne/2/1lands01.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The House of P_re Lacroix in Auvers,1873,"Oil on canvas, 61 x 51 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/cezanne/2/1lands02.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",View of Auvers-sur-Oise (The Fence),1873,"Oil on canvas, 45 x 35 cm",Private collection,https://www.wga.hu/html/c/cezanne/2/1lands03.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)","House of the Hanged Man, Auvers-sur_Oise",1873,"Oil on canvas, 56 x 66 cm","Mus_e d'Orsay, Paris",https://www.wga.hu/html/c/cezanne/2/1lands04.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",House and the Tree,1873-74,"Oil on canvas, 65 x 54 cm",Private collection,https://www.wga.hu/html/c/cezanne/2/1lands05.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Sunday Afternoon,1873-75,Oil on canvas,Private collection,https://www.wga.hu/html/c/cezanne/2/1lands06.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",View of Auvers,c. 1874,"Oil on canvas, 65 x 81 cm","Art Institute, Chicago",https://www.wga.hu/html/c/cezanne/2/1lands07.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Trees in the Jas de Bouffan,1875-76,"Oil on canvas, 54 x 73 cm",Private collection,https://www.wga.hu/html/c/cezanne/2/1lands08.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Sea at L'Estaque,1876,"Oil on canvas, 42 x 59 cm",Private collection,https://www.wga.hu/html/c/cezanne/2/1lands09.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Roofs,c. 1877,"Oil on canvas, 47 x 59 cm",Private collection,https://www.wga.hu/html/c/cezanne/2/1lands10.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Gulf of Marseille Seen from L'Estaque,1878,"Oil on canvas, 58 x 72 cm","Mus_e d'Orsay, Paris",https://www.wga.hu/html/c/cezanne/2/1lands11.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Bridge at Maincy,1879,"Oil on canvas, 58 x 72 cm","Mus_e d'Orsay, Paris",https://www.wga.hu/html/c/cezanne/2/1lands12.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Chüteau de M_dan,1879-81,"Oil on canvas, 58 x 72 cm","Kelvingrove Art Gallery and Museum, Glasgow",https://www.wga.hu/html/c/cezanne/2/1lands13.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Afternoon in Naples,1872-75,"Oil on canvas, 37 x 45 cm","National Gallery of Australia, Canberra",https://www.wga.hu/html/c/cezanne/2/2nudes5.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Bridge at Maincy,1882-85,"Oil on canvas, 59 x 73 cm","Mus_e d'Orsay, Paris",https://www.wga.hu/html/c/cezanne/3/1lands01.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire and the Viaduct of the Arc River Valley,1882-85,"Oil on canvas, 65 x 82 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/c/cezanne/3/1lands02.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Pool at the Jas de Bouffan,1882-85,"Oil on canvas, 73 x 60 cm","Albright-Knox Art Gallery, Buffalo",https://www.wga.hu/html/c/cezanne/3/1lands03.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Rocks at L'Estaque,1882-85,"Oil on canvas, 73 x 91 cm","Museu de Arte, Sío Paulo",https://www.wga.hu/html/c/cezanne/3/1lands04.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Sea at L'Estaque,1883-86,"Oil on canvas, 73 x 92 cm","Mus_e Picasso, Paris",https://www.wga.hu/html/c/cezanne/3/1lands05.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",House and Farm at Jas de Bouffan,1885-87,"Oil on canvas, 60 x 73 cm","Nˇrodn≠ Galerie, Prague",https://www.wga.hu/html/c/cezanne/3/1lands06.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Chestnut Trees at the Jas de Bouffan in Winter,1885-87,"Oil on canvas, 73 x 92 cm","Institute of Arts, Minneapolis",https://www.wga.hu/html/c/cezanne/3/1lands07.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",A Path by the Lake,1885-90,"Oil on canvas, 92 x 75 cm","Rijksmuseum Kr_ller-MÅller, Otterlo",https://www.wga.hu/html/c/cezanne/3/1lands08.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire,c. 1887,"Oil on canvas, 67 x 92 cm","Courtauld Gallery, London",https://www.wga.hu/html/c/cezanne/3/1lands09.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire,1890-94,"Oil on canvas, 54 x 65 cm","National Gallery of Scotland, Edinburgh",https://www.wga.hu/html/c/cezanne/4/3lands01.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The House with the Cracked Walls,1892-94,"Oil on canvas, 80 x 64 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/c/cezanne/4/3lands02.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Rocks in the Forest,c. 1893,"Oil on canvas, 73 x 92 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/c/cezanne/4/3lands03.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",View of Chüteau Noir,1894-96,"Oil on canvas, 73 x 92 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/cezanne/4/3lands04.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Lake Annecy,1896,"Oil on canvas, 64 x 79 cm","Courtauld Gallery, London",https://www.wga.hu/html/c/cezanne/4/3lands05.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Large Pine near Aix,1895-97,"Oil on canvas, 72 x 91 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/cezanne/4/3lands06.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire,1897,"Oil on canvas, 54 x 81 cm","Walters Art Museum, Baltimore",https://www.wga.hu/html/c/cezanne/4/3lands07.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Turning Road at Montgeroult,1898,"Oil on canvas, 81 x 66 cm","Museum of Modern Art, New York",https://www.wga.hu/html/c/cezanne/4/3lands08.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Mill,1898-1900,"Oil on canvas, 73 x 92 cm","Museum of Art, Philadelphia",https://www.wga.hu/html/c/cezanne/4/3lands09.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Quarry at Bib_mus,1898-1900,"Oil on canvas, 65 x 81 cm","Museum Folkwang, Essen",https://www.wga.hu/html/c/cezanne/4/3lands10.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",In the Grounds of Chüteau Noir,c. 1900,"Oil on canvas, 93 x 74 cm","National Gallery, London",https://www.wga.hu/html/c/cezanne/5/1variou1.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Blue Landscape,4-Jun,"Oil on canvas, 101 x 81 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/cezanne/5/1variou2.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire Seen from Bib_mus,1898-1900,"Oil on canvas, 65 x 81 cm","Baltimore Museum of Art, Baltimore",https://www.wga.hu/html/c/cezanne/5/3victor0.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire and Chüteau Noir,4-Jun,"Oil on canvas, 66 x 81 cm","Bridgestone Museum of Art, Tokyo",https://www.wga.hu/html/c/cezanne/5/3victor1.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire,4-Jun,"Oil on canvas, 73 x 92 cm","Museum of Art, Philadelphia",https://www.wga.hu/html/c/cezanne/5/3victor2.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire Seen from Les Lauves,4-Jun,"Oil on canvas, 74 x 82 cm","Nelson-Atkins Museum of Art, Kansas City",https://www.wga.hu/html/c/cezanne/5/3victor3.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire Seen from Les Lauves,4-Jun,"Oil on canvas, 74 x 82 cm","Kunstmuseum, Basel",https://www.wga.hu/html/c/cezanne/5/3victor4.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire Seen from Les Lauves,4-Jun,"Oil on canvas, 65 x 81 cm","Kunsthaus, Zurich",https://www.wga.hu/html/c/cezanne/5/3victor5.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire,2-Jun,"Oil on canvas, 65 x 81 cm","Museum of Art, Philadelphia",https://www.wga.hu/html/c/cezanne/5/3victor6.html,painting,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",Mont Sainte-Victoire Seen from Les Lauves,2-Jun,"Watercolour, 480 x 310 mm","Museum of Art, Philadelphia",https://www.wga.hu/html/c/cezanne/6/graphi03.html,graphics,landscape,French,1851-1900
"CêZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",The Bridge of Trois-Sautets,1906,"Pencil and watercolur, 210 x 270 mm","Art Museum, Cincinnati",https://www.wga.hu/html/c/cezanne/6/graphi09.html,graphics,landscape,French,1851-1900
"CHAMPAIGNE, Philippe de","(b. 1602, Bruxelles, d. 1674, Paris)",The Miracles of the Penitent St Mary,1656,"Oil on canvas, 219 x 336 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/c/champaig/philippe/miracles.html,painting,landscape,French,1601-1650
"CHARLES, James","(b. 1851, Warrington, d. 1906, London)",The Picnic,1904,"Oil on canvas, 38 x 54 cm","Museum and Art Gallery, Warrington",https://www.wga.hu/html/c/charles/picnic.html,painting,landscape,English,1851-1900
"CHASE, William Merritt","(b. 1849, Williamsburg, d. 1916, New York)",The Open Air Breakfast,c. 1888,"Oil on canvas, 95 x 144 cm","Toledo Museum of Art, Toledo, Ohio",https://www.wga.hu/html/c/chase/breakfas.html,painting,landscape,American,1851-1900
"CHASE, William Merritt","(b. 1849, Williamsburg, d. 1916, New York)",The Shinnecock Hills,1893-97,"Oil on panel, 44 x 55 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/c/chase/shinneck.html,painting,landscape,American,1851-1900
"CHÙTELET, Claude-Louis","(b. 1753, Paris, d. 1794, Paris)",View of the Cascata delle Marmore,-,"Oil on paper, laid on canvas, 93 x 62 cm",Private collection,https://www.wga.hu/html/c/chatelet/cascade1.html,painting,landscape,French,1751-1800
"CHÙTELET, Claude-Louis","(b. 1753, Paris, d. 1794, Paris)",View of the Large Cascade,-,"Oil on paper, laid on canvas, 93 x 62 cm",Private collection,https://www.wga.hu/html/c/chatelet/cascade2.html,painting,landscape,French,1751-1800
"CHAUVIN, Pierre-Athanase","(b. 1774, Paris, 1832, Roma)",Italian Landscape,-,"Oil on canvas, 31 x 31 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/chauvin/italian1.html,painting,landscape,French,1801-1850
"CHAUVIN, Pierre-Athanase","(b. 1774, Paris, 1832, Roma)",Italian Landscape,-,"Oil on canvas, 31 x 31 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/c/chauvin/italian2.html,painting,landscape,French,1801-1850
"CHILONE, Vincenzo","(b. 1758, Venezia, d. 1839, Venezia)","View of the Piazzetta, Venice",-,"Oil on canvas, 51 x 76 cm",Private collection,https://www.wga.hu/html/c/chilone/piazzett.html,painting,landscape,Italian,1801-1850
"CHURCH, Frederic Edwin","(b. 1826, Hartford, d. 1900, New York)",Autumn,1875,"Oil on canvas, 39 x 61 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/c/church/autumn.html,painting,landscape,American,1801-1850
"CHURCH, Frederic Edwin","(b. 1826, Hartford, d. 1900, New York)",The Heart of the Andes,1859,"Oil on canvas, 169 x 303 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/c/church/heatande.html,painting,landscape,American,1801-1850
"CHURCH, Frederic Edwin","(b. 1826, Hartford, d. 1900, New York)",Niagara Falls,1857,"Oil n canvas, 108 x 230 cm","Corcoran Gallery of Art, Washington",https://www.wga.hu/html/c/church/niagara.html,painting,landscape,American,1801-1850
"CHURCH, Frederic Edwin","(b. 1826, Hartford, d. 1900, New York)",Cross in the Wilderness,1857,"Oil on canvas, 41 x 62 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/c/church/wilderne.html,painting,landscape,American,1801-1850
"CIARDI, Guglielmo","(b. 1842, Venezia, d. 1917, Venezia)",Harvest,1883,"Oil on canvas, 132 x 275 cm","Galleria Nazionale d'Arte Moderna e Contemporanea, Rome",https://www.wga.hu/html/c/ciardi/harvest.html,painting,landscape,Italian,1851-1900
"CIARDI, Guglielmo","(b. 1842, Venezia, d. 1917, Venezia)",May Morning,1869,"Oil on canvas, 57 x 78 cm","Museo d'Arte Moderna, Ca' Pesaro, Venice",https://www.wga.hu/html/c/ciardi/morning.html,painting,landscape,Italian,1851-1900
"CIARDI, Guglielmo","(b. 1842, Venezia, d. 1917, Venezia)",Summer,c. 1879,"Oil on canvas, 55 x 89 cm","Museo d'Arte Moderna, Ca' Pesaro, Venice",https://www.wga.hu/html/c/ciardi/summer.html,painting,landscape,Italian,1851-1900
"CIGNAROLI, Scipione","(b. 1690, Milano, d. 1753, Torino)",View of the Susa Valley,c. 1735,"Oil on canvas, 91 x 120 cm",Private collection,https://www.wga.hu/html/c/cignarol/scipione/viewsusa.html,painting,landscape,Italian,1701-1750
"CIMAROLI, Giovanni Battista","(b. 1687, Sal_, d. 1771, Venezia)",View of the Canal Grande,1730s,"Oil on canvas, 135 x 126 cm",Private collection,https://www.wga.hu/html/c/cimaroli/canalgra.html,painting,landscape,Italian,1701-1750
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Landscape with Merchants,c. 1630,"Oil on canvas, 97 x 144 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/claude/1/00landsc.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",The Mill,1631,"Oil on canvas, 62 x 85 cm","Museum of Fine Arts, Boston",https://www.wga.hu/html/c/claude/1/01mill.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)","The Campo Vaccino, Rome",-,"Oil on canvas, 56 x 72 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/c/claude/1/01vaccin.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",A Mediterranean Seaport,1633-35,"Oil on canvas, 74 x 99 cm",Private collection,https://www.wga.hu/html/c/claude/1/021medit.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Italianate Landscape,c. 1635,"Oil on copper, 12 x 18 cm",Private collection,https://www.wga.hu/html/c/claude/1/022itali.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Seaport with the Campidoglio,1636,Oil n canvas,"Mus_e du Louvre, Paris",https://www.wga.hu/html/c/claude/1/02campid.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Forest Path with Herdsmen and Herd,c. 1633,"Oil on canvas, 31 x 52 cm","Akademie der bildenden KÅnste, Vienna",https://www.wga.hu/html/c/claude/1/02forest.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",The Flight into Egypt,c. 1635,"Oil on canvas, 71 x 98 cm","Museum of Art, Indianapolis",https://www.wga.hu/html/c/claude/1/02gegypt.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Port Scene with the Villa Medici,1637,"Oil on canvas, 102 x 133 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/c/claude/1/02medici.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Landscape with a Goatherd,1637,"Pen and brown ink with grey and brown wash on paper, 194 x 260 mm","British Museum, London",https://www.wga.hu/html/c/claude/1/03goathe.html,graphics,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Landscape with the Finding of Moses,1637-39,"Oil on canvas, 209 x 138 cm","Museo del Prado, Madrid",https://www.wga.hu/html/c/claude/1/03moses.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Embarkation of St Paula Romana at Ostia,1637-39,"Oil on canvas, 211 x 145 cm","Museo del Prado, Madrid",https://www.wga.hu/html/c/claude/1/04paola.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Port Scene with the Embarkation of St Ursula,1641,"Oil on canvas, 113 x 149 cm","National Gallery, London",https://www.wga.hu/html/c/claude/1/05ursula.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",The Disembarkation of Cleopatra at Tarsus,1642-43,"Oil on canvas, 119 x 170 cm","Mus_e du Louvre, Paris",https://www.wga.hu/html/c/claude/1/06cleopa.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Italian Coastal Landscape,1642,"Oil on canvas, 97 x 131 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/c/claude/1/07italia.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Imaginary View of Tivoli,1642,"Oil on copper, 21,6 x 25,7 cm","Courtauld Gallery, London",https://www.wga.hu/html/c/claude/1/08tivoli.html,painting,landscape,French,1651-1700
CLAUDE LORRAIN,"(b. 1604, Chamagne, d. 1682, Roma)",Marine with the Trojans Burning their Boats,1643,"Oil on canvas, 105 x 152 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/c/claude/1/09trojan.html,painting,landscape,French,1651-1700
